"","block","image","condition","direction","subject","response","correct","switch","switchType","rt","participant_number_fl","participant_number","child_adult_group","age_group","test_date","age_months","age_years_months","gender","list","computer_fl","comments_nw","comments_fl","exclude"
"1728","test","con_left.jpg","congruent","left",20032345,"left",1,1,"xc",1.381,20032345,20032345,"child","5-year-olds","2023-03-20",67,"5 years, 7 months","m",3,"adc4","talked a lot and seemed impatient; had to recalibrate 2x; moved a lot","ok","no"
"1729","practice","left_fish.jpg","null","left",210323022,NA,0,NA,NA,-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1730","practice","right_fish.jpg","null","right",210323022,"right",1,NA,NA,1.579,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1731","practice","bowl.jpg","null",NA,210323022,NA,0,NA,NA,-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1732","practice","right_fish.jpg","null","right",210323022,"right",1,NA,NA,1.223,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1733","practice","bowl.jpg","null",NA,210323022,NA,0,NA,NA,-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1734","practice","left_fish.jpg","null","left",210323022,"left",1,NA,NA,1.506,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1735","practice","con_left_practice.jpg","congruent","left",210323022,"left",1,NA,NA,1.644,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1736","practice","in_left_practice.jpg","incongruent","left",210323022,"right",0,1,"ci",3.54,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1737","practice","con_right_practice.jpg","congruent","right",210323022,"right",1,1,"ic",1.413,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1738","practice","nogo_right_practice.jpg","nogo","right",210323022,NA,1,1,"cx",-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1739","practice","in_right_practice.jpg","incongruent","right",210323022,"right",1,1,"xi",4.36,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1740","practice","nogo_left_practice.jpg","nogo","left",210323022,NA,1,1,"ix",-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1741","test","in_right.jpg","incongruent","right",210323022,"right",1,NA,NA,3.123,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1742","test","in_left.jpg","incongruent","left",210323022,"left",1,0,"ii",2.263,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1743","test","nogo_right.jpg","nogo","right",210323022,NA,1,1,"ix",-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1744","test","nogo_right.jpg","nogo","right",210323022,NA,1,0,"xx",-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1745","test","con_right.jpg","congruent","right",210323022,"right",1,1,"xc",2.84,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1746","test","con_right.jpg","congruent","right",210323022,"right",1,0,"cc",1.908,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1747","test","in_right.jpg","incongruent","right",210323022,"right",1,1,"ci",2.458,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1748","test","in_left.jpg","incongruent","left",210323022,"left",1,0,"ii",1.991,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1749","test","con_right.jpg","congruent","right",210323022,"right",1,1,"ic",1.627,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1750","test","con_left.jpg","congruent","left",210323022,"left",1,0,"cc",1.958,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1751","test","nogo_right.jpg","nogo","right",210323022,NA,1,1,"cx",-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1752","test","nogo_left.jpg","nogo","left",210323022,NA,1,0,"xx",-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1753","test","con_left.jpg","congruent","left",210323022,"left",1,1,"xc",2.857,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1754","test","con_left.jpg","congruent","left",210323022,"left",1,0,"cc",1.326,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1755","test","in_right.jpg","incongruent","right",210323022,"right",1,1,"ci",2.126,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1756","test","nogo_right.jpg","nogo","right",210323022,NA,1,1,"ix",-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1757","test","nogo_left.jpg","nogo","left",210323022,NA,1,0,"xx",-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1758","test","in_right.jpg","incongruent","right",210323022,"right",1,1,"xi",1.758,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1759","test","in_right.jpg","incongruent","right",210323022,"right",1,0,"ii",1.831,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1760","test","con_right.jpg","congruent","right",210323022,"right",1,1,"ic",1.992,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1761","test","con_right.jpg","congruent","right",210323022,"right",1,0,"cc",1.645,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1762","test","nogo_left.jpg","nogo","left",210323022,NA,1,1,"cx",-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1763","test","nogo_left.jpg","nogo","left",210323022,NA,1,0,"xx",-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1764","test","con_right.jpg","congruent","right",210323022,"right",1,1,"xc",2.76,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1765","test","con_left.jpg","congruent","left",210323022,"left",1,0,"cc",1.925,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1766","test","in_right.jpg","incongruent","right",210323022,"right",1,1,"ci",1.676,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1767","test","in_left.jpg","incongruent","left",210323022,"left",1,0,"ii",1.324,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1768","test","nogo_left.jpg","nogo","left",210323022,NA,1,1,"ix",-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1769","test","nogo_right.jpg","nogo","right",210323022,NA,1,0,"xx",-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1770","test","in_left.jpg","incongruent","left",210323022,"left",1,1,"xi",2.944,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1771","test","in_left.jpg","incongruent","left",210323022,"left",1,0,"ii",1.409,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1772","test","con_left.jpg","congruent","left",210323022,"left",1,1,"ic",1.458,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1773","test","con_left.jpg","congruent","left",210323022,"left",1,0,"cc",1.18,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1774","test","nogo_left.jpg","nogo","left",210323022,NA,1,1,"cx",-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1775","test","nogo_right.jpg","nogo","right",210323022,NA,1,0,"xx",-1,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1776","test","in_left.jpg","incongruent","left",210323022,"left",1,1,"xi",1.64,210323022,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no"
"1777","practice","left_fish.jpg","null","left",2103230301,"left",1,NA,NA,2.653,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1778","practice","right_fish.jpg","null","right",2103230301,"right",1,NA,NA,2.408,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1779","practice","bowl.jpg","null",NA,2103230301,NA,0,NA,NA,-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1780","practice","right_fish.jpg","null","right",2103230301,"right",1,NA,NA,1.644,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1781","practice","bowl.jpg","null",NA,2103230301,NA,0,NA,NA,-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1782","practice","left_fish.jpg","null","left",2103230301,"left",1,NA,NA,1.476,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1783","practice","con_left_practice.jpg","congruent","left",2103230301,NA,0,NA,NA,-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1784","practice","in_left_practice.jpg","incongruent","left",2103230301,NA,0,1,"ci",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1785","practice","con_right_practice.jpg","congruent","right",2103230301,NA,0,1,"ic",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1786","practice","nogo_right_practice.jpg","nogo","right",2103230301,NA,1,1,"cx",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1787","practice","in_right_practice.jpg","incongruent","right",2103230301,NA,0,1,"xi",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1788","practice","nogo_left_practice.jpg","nogo","left",2103230301,NA,1,1,"ix",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1789","test","in_left.jpg","incongruent","left",2103230301,"right",0,NA,NA,3.353,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1790","test","in_left.jpg","incongruent","left",2103230301,"right",0,0,"ii",3.482,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1791","test","nogo_left.jpg","nogo","left",2103230301,NA,1,1,"ix",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1792","test","nogo_right.jpg","nogo","right",2103230301,NA,1,0,"xx",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1793","test","in_right.jpg","incongruent","right",2103230301,"left",0,1,"xi",2.023,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1794","test","in_right.jpg","incongruent","right",2103230301,"left",0,0,"ii",3.255,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1795","test","nogo_right.jpg","nogo","right",2103230301,NA,1,1,"ix",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1796","test","nogo_right.jpg","nogo","right",2103230301,NA,1,0,"xx",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1797","test","in_right.jpg","incongruent","right",2103230301,"left",0,1,"xi",2.708,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1798","test","in_right.jpg","incongruent","right",2103230301,"left",0,0,"ii",2.325,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1799","test","con_right.jpg","congruent","right",2103230301,"right",1,1,"ic",1.54,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1800","test","con_right.jpg","congruent","right",2103230301,"right",1,0,"cc",1.292,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1801","test","nogo_left.jpg","nogo","left",2103230301,NA,1,1,"cx",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1802","test","nogo_left.jpg","nogo","left",2103230301,NA,1,0,"xx",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1803","test","con_left.jpg","congruent","left",2103230301,"left",1,1,"xc",1.674,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1804","test","con_right.jpg","congruent","right",2103230301,"right",1,0,"cc",1.577,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1805","test","in_left.jpg","incongruent","left",2103230301,"right",0,1,"ci",1.891,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1806","test","in_left.jpg","incongruent","left",2103230301,"right",0,0,"ii",2.041,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1807","test","nogo_left.jpg","nogo","left",2103230301,NA,1,1,"ix",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1808","test","nogo_left.jpg","nogo","left",2103230301,NA,1,0,"xx",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1809","test","con_left.jpg","congruent","left",2103230301,"left",1,1,"xc",1.306,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1810","test","con_left.jpg","congruent","left",2103230301,"left",1,0,"cc",1.976,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1811","test","in_left.jpg","incongruent","left",2103230301,"right",0,1,"ci",1.758,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1812","test","con_left.jpg","congruent","left",2103230301,"left",1,1,"ic",1.255,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1813","test","con_right.jpg","congruent","right",2103230301,"right",1,0,"cc",1.108,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1814","test","nogo_right.jpg","nogo","right",2103230301,NA,1,1,"cx",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1815","test","nogo_right.jpg","nogo","right",2103230301,NA,1,0,"xx",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1816","test","con_right.jpg","congruent","right",2103230301,"right",1,1,"xc",1.076,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1817","test","con_right.jpg","congruent","right",2103230301,"right",1,0,"cc",1.959,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1818","test","nogo_left.jpg","nogo","left",2103230301,NA,1,1,"cx",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1819","test","nogo_right.jpg","nogo","right",2103230301,NA,1,0,"xx",-1,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1820","test","in_right.jpg","incongruent","right",2103230301,"left",0,1,"xi",2.491,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1821","test","in_right.jpg","incongruent","right",2103230301,"left",0,0,"ii",1.956,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1822","test","con_left.jpg","congruent","left",2103230301,"left",1,1,"ic",1.395,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1823","test","con_left.jpg","congruent","left",2103230301,"left",1,0,"cc",1.242,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1824","test","in_left.jpg","incongruent","left",2103230301,"right",0,1,"ci",2.376,2103230301,21032301,"child","4-year-olds","2023-03-21",55,"4 years, 7 months","f",7,"adc3","trial 9 (test trial 6) should be 1, not 2","ok","no"
"1825","practice","left_fish.jpg","null","left",22032301,"left",1,NA,NA,2.015,22032301,22032301,"child","6-year-olds","2023-03-22",73,"6 years, 1 months","f",7,"??","very slow to respond for one test trial near beginning","ok","no"
"1826","practice","right_fish.jpg","null","right",22032301,"right",1,NA,NA,1.118,22032301,22032301,"child","6-year-olds","2023-03-22",73,"6 years, 1 months","f",7,"??","very slow to respond for one test trial near beginning","ok","no"
"1827","practice","bowl.jpg","null",NA,22032301,NA,0,NA,NA,-1,22032301,22032301,"child","6-year-olds","2023-03-22",73,"6 years, 1 months","f",7,"??","very slow to respond for one test trial near beginning","ok","no"
