"","participant_number_fl","congruent_mean_rt","incongruent_mean_rt","congruency_effect_rt","overall_mean_congruency_rt","overall_sd_congruency_rt","flanker_congruency_rt_z_score","congruent_mean_acc","incongruent_mean_acc","nogo_mean_acc","congruency_effect_acc","overall_mean_congruency_acc","overall_sd_congruency_acc","flanker_congruency_acc_z_score","composite_congruency_effect","nonswitch_mean_rt","switch_mean_rt","switch_effect_rt","overall_mean_switch","overall_sd_switch","flanker_switch_rt_z_score","nonswitch_mean_acc","switch_mean_acc","switch_effect_acc","overall_mean_switch_acc","overall_sd_switch_acc","flanker_switch_acc_z_score","composite_switch_effect","go_mean_acc","go_mean_errors","nogo_mean_errors","nogo_effect","overall_mean_nogo_effect","overall_sd_nogo_effect","flanker_nogo_effect_z_score","participant_number","child_adult_group","age_group","test_date","age_months","age_years_months","gender","list","computer_fl","comments_nw","comments_fl","exclude","mean_age_months","sd_age_months","age_months_z_score"
"39",29032343,1.46675596864396,1.1374,-0.329355968643962,0.243255917457493,0.433110212197958,-1.32209278371791,0.833333333333333,0.416666666666667,0,0.416666666666667,0.0894607843137255,0.233633502940449,1.40050925160482,0.0392082339434551,1.45750852663423,1.25814285714286,-0.199365669491374,0.228278758738843,0.376368608345382,-1.13623830135637,0.411764705882353,0.388888888888889,0.022875816993464,0.00245098039215686,0.092591421011293,0.220591026449589,-0.457823637453389,0.625,0.375,1,0.375,-0.764093137254902,0.295997545178227,3.84831954119426,29032301,"child","5-year-olds","2023-03-29",61,"5 years, 1 months","m",4,"adc4","had to prompt to respond whole way through; kept counting instead of pointing; normally wears glasses but fine without; distracted near end","thought he understood training but clicked everywhere in the task","no",64.9264705882353,9.40834208509484,-0.417339266867836
"40",29032345,1.77158333333333,2.215,0.443416666666667,0.243255917457493,0.433110212197958,0.462147378593068,1,0.333333333333333,1,0.666666666666667,0.0894607843137255,0.233633502940449,2.47056126406693,1.46635432133,1.578,2.0667,0.4887,0.228278758738843,0.376368608345382,0.691931355290333,0.647058823529412,0.888888888888889,-0.241830065359477,0.00245098039215686,0.092591421011293,-2.63826867633709,-0.973168660523377,0.666666666666667,0.333333333333333,0,-0.666666666666667,-0.764093137254902,0.295997545178227,0.329146211430816,29032302,"child","4-year-olds","2023-03-29",59,"4 years, 11 months","f",5,"adc4","talked a lot; said it was easy","had trouble understanding that she should focus on fish in middle","no",64.9264705882353,9.40834208509484,-0.629916571339843
"41",29032346,2.37491666666667,1.97691666666667,-0.398,0.243255917457493,0.433110212197958,-1.48058369301253,1,1,1,0,0.0894607843137255,0.233633502940449,-0.382910769165363,-0.931747231088945,2.01281818181818,2.17433333333333,0.161515151515151,0.228278758738843,0.376368608345382,-0.177388883512902,1,1,0,0.00245098039215686,0.092591421011293,-0.0264709231739507,-0.101929903343426,1,0,0,-1,-0.764093137254902,0.295997545178227,-0.796989254093487,29032303,"child","5-year-olds","2023-03-29",60,"5 years, 0 months","f",6,"adc4","ok","ok","no",64.9264705882353,9.40834208509484,-0.523627919103839
"42",29032347,1.40720494878111,1.47283333333333,0.0656283845522256,0.243255917457493,0.433110212197958,-0.410120860470683,1,1,1,0,0.0894607843137255,0.233633502940449,-0.382910769165363,-0.396515814818023,1.20190909090909,1.64012161544777,0.438212524538684,0.228278758738843,0.376368608345382,0.557787661204706,1,1,0,0.00245098039215686,0.092591421011293,-0.0264709231739507,0.265658369015378,1,0,0,-1,-0.764093137254902,0.295997545178227,-0.796989254093487,29032305,"child","6-year-olds","2023-03-29",72,"6 years, 0 months","f",8,"adc4","talked a lot","ok","no",64.9264705882353,9.40834208509484,0.7518359077282
"43",29032348,1.3035,1.3305,0.0270000000000001,0.243255917457493,0.433110212197958,-0.499309208988704,1,1,1,0,0.0894607843137255,0.233633502940449,-0.382910769165363,-0.441109989077034,1.26583333333333,1.36816666666667,0.102333333333333,0.228278758738843,0.376368608345382,-0.334633183036172,1,1,0,0.00245098039215686,0.092591421011293,-0.0264709231739507,-0.180552053105061,1,0,0,-1,-0.764093137254902,0.295997545178227,-0.796989254093487,29032304,"child","5-year-olds","2023-03-29",69,"5 years, 9 months","f",7,"adc4","ok","ok","no",64.9264705882353,9.40834208509484,0.43296995102019
"44",29032349,1.55008333333333,1.65371568611668,0.103632352783348,0.243255917457493,0.433110212197958,-0.322374215019266,1,0.916666666666667,0.916666666666667,0.0833333333333334,0.0894607843137255,0.233633502940449,-0.0262267650113261,-0.174300490015296,1.35454545454545,1.81644295884395,0.461897504298499,0.228278758738843,0.376368608345382,0.620717935501335,0.941176470588235,0.944444444444444,-0.00326797385620914,0.00245098039215686,0.092591421011293,-0.0617654874058849,0.279476224047725,0.958333333333333,0.0416666666666666,0.0833333333333334,-0.875,-0.764093137254902,0.295997545178227,-0.374688454521873,29032306,"child","5-year-olds","2023-03-29",63,"5 years, 3 months","f",1,"adc4","hesitated on first test trial and I had to prompt","ok","no",64.9264705882353,9.40834208509484,-0.204761962395829
"45",30032352,2.1635,2.08872727272727,-0.0747727272727272,0.243255917457493,0.433110212197958,-0.73429033944104,1,0.916666666666667,1,0.0833333333333334,0.0894607843137255,0.233633502940449,-0.0262267650113261,-0.380258552226183,2.09472727272727,2.25718181818182,0.162454545454546,0.228278758738843,0.376368608345382,-0.174892942250625,1,0.944444444444444,0.0555555555555556,0.00245098039215686,0.092591421011293,0.573536668768933,0.199321863259154,0.958333333333333,0.0416666666666666,0,-0.958333333333333,-0.764093137254902,0.295997545178227,-0.656222320902949,30032308,"child","4-year-olds","2023-03-30",50,"4 years, 2 months","m",3,"adc5","leaned toward camera a lot","ok","no",64.9264705882353,9.40834208509484,-1.58651444146387
"46",30032353,1.64775,2.0805,0.43275,0.243255917457493,0.433110212197958,0.437519313111686,1,1,0.916666666666667,0,0.0894607843137255,0.233633502940449,-0.382910769165363,0.0273042719731612,1.91433333333333,1.81391666666667,-0.100416666666667,0.228278758738843,0.376368608345382,-0.873333795957488,1,0.944444444444444,0.0555555555555556,0.00245098039215686,0.092591421011293,0.573536668768933,-0.149898563594278,1,0,0.0833333333333334,-0.916666666666667,-0.764093137254902,0.295997545178227,-0.515455387712411,30032309,"child","4-year-olds","2023-03-30",50,"4 years, 2 months","f",4,"adc5","trial 10 should be 1 not 2","ok","no",64.9264705882353,9.40834208509484,-1.58651444146387
"47",30032355,1.91575,1.7618,-0.15395,0.243255917457493,0.433110212197958,-0.917101251068965,1,0.833333333333333,1,0.166666666666667,0.0894607843137255,0.233633502940449,0.330457239142711,-0.293322005963127,1.3082,2.24718181818182,0.938981818181818,0.228278758738843,0.376368608345382,1.8883165165326,0.941176470588235,0.944444444444444,-0.00326797385620914,0.00245098039215686,0.092591421011293,-0.0617654874058849,0.913275514563358,0.916666666666667,0.0833333333333334,0,-0.916666666666667,-0.764093137254902,0.295997545178227,-0.515455387712411,31032301,"child","5-year-olds","2023-03-31",61,"5 years, 1 months","m",2,"adc5","ok","ok","no",64.9264705882353,9.40834208509484,-0.417339266867836
"48",30032356,1.40266666666667,1.02916666666667,-0.3735,0.243255917457493,0.433110212197958,-1.42401610510998,0.75,0.5,0.583333333333333,0.25,0.0894607843137255,0.233633502940449,0.687141243296748,-0.368437430906615,0.777428571428571,1.38214285714286,0.604714285714286,0.228278758738843,0.376368608345382,1.0001778007745,0.588235294117647,0.611111111111111,-0.0228758169934641,0.00245098039215686,0.092591421011293,-0.273532872797491,0.363322463988503,0.625,0.375,0.416666666666667,-0.208333333333333,-0.764093137254902,0.295997545178227,1.87758247652673,31032302,"child","5-year-olds","2023-03-31",62,"5 years, 2 months","f",4,"adc5","test trial 5 should be 1 not 2; difficult fixations and recalibration halfway through; asked to stop around end of 3rd block and do other game","interrupted during Flanker to ask to take off the headphones","no",64.9264705882353,9.40834208509484,-0.311050614631833
"49",30032357,2.08825,2.56633333333333,0.478083333333333,0.243255917457493,0.433110212197958,0.542188591407561,0.666666666666667,0.25,0.5,0.416666666666667,0.0894607843137255,0.233633502940449,1.40050925160482,0.971348921506191,2.4485,1.9428,-0.5057,0.228278758738843,0.376368608345382,-1.95015934502511,0.529411764705882,0.444444444444444,0.0849673202614379,0.00245098039215686,0.092591421011293,0.891187746856341,-0.529485799084385,0.458333333333333,0.541666666666667,0.5,0.0416666666666667,-0.764093137254902,0.295997545178227,2.72218407566996,30032302,"child","4-year-olds","2023-03-30",52,"4 years, 4 months","f",3,"adc5","ok","somewhat distracted during Flanker","no",64.9264705882353,9.40834208509484,-1.37393713699187
"50",30032358,1.63675,2.8027,1.16595,0.243255917457493,0.433110212197958,2.1303909641382,1,0.833333333333333,1,0.166666666666667,0.0894607843137255,0.233633502940449,0.330457239142711,1.23042410164045,1.89618181818182,2.43727272727273,0.541090909090909,0.228278758738843,0.376368608345382,0.831132414914391,0.941176470588235,0.944444444444444,-0.00326797385620914,0.00245098039215686,0.092591421011293,-0.0617654874058849,0.384683463754253,0.916666666666667,0.0833333333333334,0,-0.916666666666667,-0.764093137254902,0.295997545178227,-0.515455387712411,30032304,"child","4-year-olds","2023-03-30",55,"4 years, 7 months","m",5,"adc5","prompted a few times","ok","no",64.9264705882353,9.40834208509484,-1.05507118028386
"51",30032359,1.8268,2.05,0.2232,0.243255917457493,0.433110212197958,-0.0463067295405307,0.833333333333333,0.75,1,0.0833333333333334,0.0894607843137255,0.233633502940449,-0.0262267650113261,-0.0362667472759284,2.1288,1.71275,-0.41605,0.228278758738843,0.376368608345382,-1.71196200865818,0.941176470588235,0.777777777777778,0.163398692810457,0.00245098039215686,0.092591421011293,1.73825728842276,0.0131476398822939,0.791666666666667,0.208333333333333,0,-0.791666666666667,-0.764093137254902,0.295997545178227,-0.0931545881407971,30032310,"child","4-year-olds","2023-03-30",52,"4 years, 4 months","m",5,"adc5","ok","ok","no",64.9264705882353,9.40834208509484,-1.37393713699187
"52",30032381,2.2598,2.4958,0.236,0.243255917457493,0.433110212197958,-0.0167530509628712,0.833333333333333,0.833333333333333,1,0,0.0894607843137255,0.233633502940449,-0.382910769165363,-0.199831910064117,2.4165,2.352,-0.0645000000000002,0.228278758738843,0.376368608345382,-0.777904299792635,0.823529411764706,1,-0.176470588235294,0.00245098039215686,0.092591421011293,-1.9323773916984,-1.35514084574552,0.833333333333333,0.166666666666667,0,-0.833333333333333,-0.764093137254902,0.295997545178227,-0.233921521331335,31032303,"child","4-year-olds","2023-03-31",52,"4 years, 4 months","f",5,"adc8","ok","ok","no",64.9264705882353,9.40834208509484,-1.37393713699187
"53",30032387,2.17616666666667,2.61025,0.434083333333334,0.243255917457493,0.433110212197958,0.44059782129686,1,1,1,0,0.0894607843137255,0.233633502940449,-0.382910769165363,0.0288435260657482,2.33445454545455,2.39975,0.0652954545454545,0.228278758738843,0.376368608345382,-0.433041705868901,1,1,0,0.00245098039215686,0.092591421011293,-0.0264709231739507,-0.229756314521426,1,0,0,-1,-0.764093137254902,0.295997545178227,-0.796989254093487,30032306,"child","4-year-olds","2023-03-30",55,"4 years, 7 months","f",7,"adc8","ok","ok","no",64.9264705882353,9.40834208509484,-1.05507118028386
"54",31032333,2.54183333333333,2.97466666666667,0.432833333333333,0.243255917457493,0.433110212197958,0.43771171987326,1,0.75,1,0.25,0.0894607843137255,0.233633502940449,0.687141243296748,0.562426481585004,2.36545454545455,3.1254,0.759945454545455,0.228278758738843,0.376368608345382,1.41262231763685,1,0.888888888888889,0.111111111111111,0.00245098039215686,0.092591421011293,1.17354426071182,1.29308328917434,0.875,0.125,0,-0.875,-0.764093137254902,0.295997545178227,-0.374688454521873,30032311,"child","4-year-olds","2023-03-30",57,"4 years, 9 months","f",6,"adc3","pointed early even after I said not to","ok","no",64.9264705882353,9.40834208509484,-0.842493875811849
"55",31032337,0.932,0.932454545454545,0.000454545454545485,0.243255917457493,0.433110212197958,-0.56059950831169,0.916666666666667,0.916666666666667,0,0,0.0894607843137255,0.233633502940449,-0.382910769165363,-0.471755138738527,0.907727272727273,0.9259,0.0181727272727272,0.228278758738843,0.376368608345382,-0.558245365865656,0.647058823529412,0.555555555555556,0.0915032679738562,0.00245098039215686,0.092591421011293,0.96177687532021,0.201765754727277,0.916666666666667,0.0833333333333334,1,0.0833333333333334,-0.764093137254902,0.295997545178227,2.8629510088605,3042306,"child","5-year-olds","2023-04-03",63,"5 years, 3 months","m",5,"adc3","moved a lot; had trouble getting fixations","ok","no",64.9264705882353,9.40834208509484,-0.204761962395829
"56",31032338,1.27198836130691,0.8625,-0.409488361306915,0.243255917457493,0.433110212197958,-1.5071089537507,0.916666666666667,1,0.916666666666667,-0.0833333333333334,0.0894607843137255,0.233633502940449,-0.739594773319401,-1.12335186353505,1.08040599786467,1.03427272727273,-0.0461332705919444,0.228278758738843,0.376368608345382,-0.729104455701491,0.941176470588235,0.944444444444444,-0.00326797385620914,0.00245098039215686,0.092591421011293,-0.0617654874058849,-0.395434971553688,0.958333333333333,0.0416666666666666,0.0833333333333334,-0.875,-0.764093137254902,0.295997545178227,-0.374688454521873,31032307,"child","6-year-olds","2023-03-31",74,"6 years, 2 months","f",1,"adc3","ok","ok","no",64.9264705882353,9.40834208509484,0.964413212200207
"57",31032339,1.08108333333333,1.1765,0.0954166666666667,0.243255917457493,0.433110212197958,-0.341343257737026,1,0.833333333333333,0.666666666666667,0.166666666666667,0.0894607843137255,0.233633502940449,0.330457239142711,-0.00544300929715785,1.0946,1.14933333333333,0.0547333333333333,0.228278758738843,0.376368608345382,-0.461104942222632,0.764705882352941,0.944444444444444,-0.179738562091503,0.00245098039215686,0.092591421011293,-1.96767195593034,-1.21438844907648,0.916666666666667,0.0833333333333334,0.333333333333333,-0.583333333333333,-0.764093137254902,0.295997545178227,0.610680077811892,4042303,"child","5-year-olds","2023-04-04",68,"5 years, 8 months","m",7,"adc3","stood up a lot","ok","no",64.9264705882353,9.40834208509484,0.326681298784187
"58",33003237,1.36,3.05833333333333,1.69833333333333,0.243255917457493,0.433110212197958,3.35960080112537,0.0833333333333333,0.75,1,-0.666666666666667,0.0894607843137255,0.233633502940449,-3.23638280239766,0.0616089993638564,2.53433333333333,3.41975,0.885416666666667,0.228278758738843,0.376368608345382,1.7459955303307,0.647058823529412,0.555555555555556,0.0915032679738562,0.00245098039215686,0.092591421011293,0.96177687532021,1.35388620282545,0.416666666666667,0.583333333333333,0,-0.416666666666667,-0.764093137254902,0.295997545178227,1.17374781057404,31032305,"child","4-year-olds","2023-03-31",57,"4 years, 9 months","m",7,"adc3","squirmy","ok","no",64.9264705882353,9.40834208509484,-0.842493875811849
"59",70423810,0.84475,1.09785467565358,0.253104675653577,0.243255917457493,0.433110212197958,0.0227396120403245,1,1,1,0,0.0894607843137255,0.233633502940449,-0.382910769165363,-0.180085578562519,0.897916666666667,1.04468800898691,0.146771342320243,0.228278758738843,0.376368608345382,-0.21656273826058,1,1,0,0.00245098039215686,0.092591421011293,-0.0264709231739507,-0.121516830717265,1,0,0,-1,-0.764093137254902,0.295997545178227,-0.796989254093487,7042306,"child","6-year-olds","2023-04-07",83,"6 years, 11 months","m",6,"adc8","hair was falling near/over sticker; stood up a lot","ok","no",64.9264705882353,9.40834208509484,1.92101108232424
"60",110423310,1.8385,2.503,0.6645,0.243255917457493,0.433110212197958,0.97260251704703,1,0.916666666666667,1,0.0833333333333334,0.0894607843137255,0.233633502940449,-0.0262267650113261,0.473187876017852,1.839,2.42163636363636,0.582636363636364,0.228278758738843,0.376368608345382,0.941517430094321,1,0.944444444444444,0.0555555555555556,0.00245098039215686,0.092591421011293,0.573536668768933,0.757527049431627,0.958333333333333,0.0416666666666666,0,-0.958333333333333,-0.764093137254902,0.295997545178227,-0.656222320902949,11042306,"child","6-year-olds","2023-04-11",73,"6 years, 1 months","f",6,"adc3","trial 13 should be 1 not 2 (may have pressed one)","ok","no",64.9264705882353,9.40834208509484,0.858124559964203
"61",200323411,2.6382,2.47691666666667,-0.161283333333333,0.243255917457493,0.433110212197958,-0.934033046087416,0.833333333333333,1,1,-0.166666666666667,0.0894607843137255,0.233633502940449,-1.09627877747344,-1.01515591178043,2.42754545454545,2.67290909090909,0.245363636363637,0.228278758738843,0.376368608345382,0.0453940027036349,0.941176470588235,0.944444444444444,-0.00326797385620914,0.00245098039215686,0.092591421011293,-0.0617654874058849,-0.00818574235112498,0.916666666666667,0.0833333333333334,0,-0.916666666666667,-0.764093137254902,0.295997545178227,-0.515455387712411,21032302,"child","4-year-olds","2023-03-21",56,"4 years, 8 months","m",8,"adc4","looked at me for reassurance","ok","no",64.9264705882353,9.40834208509484,-0.948782528047852
"62",210323022,1.95633333333333,2.04525,0.088916666666667,0.243255917457493,0.433110212197958,-0.356350985139743,1,1,1,0,0.0894607843137255,0.233633502940449,-0.382910769165363,-0.369630877152553,1.70545454545455,2.178,0.472545454545454,0.228278758738843,0.376368608345382,0.649009217002644,1,1,0,0.00245098039215686,0.092591421011293,-0.0264709231739507,0.311269146914347,1,0,0,-1,-0.764093137254902,0.295997545178227,-0.796989254093487,21032303,"child","5-year-olds","2023-03-21",61,"5 years, 1 months","m",1,"adc3","ok","restarted to practice because they weren't touching any key","no",64.9264705882353,9.40834208509484,-0.417339266867836
"63",300323511,2.27455555555556,2.42272727272727,0.148171717171717,0.243255917457493,0.433110212197958,-0.219538116645276,0.75,0.916666666666667,0.916666666666667,-0.166666666666667,0.0894607843137255,0.233633502940449,-1.09627877747344,-0.657908447059356,2.0395,2.6726,0.6331,0.228278758738843,0.376368608345382,1.075597784419,0.882352941176471,0.833333333333333,0.0490196078431372,0.00245098039215686,0.092591421011293,0.502947540305063,0.789272662362034,0.833333333333333,0.166666666666667,0.0833333333333334,-0.75,-0.764093137254902,0.295997545178227,0.0476123450497406,30032301,"child","4-year-olds","2023-03-30",53,"4 years, 5 months","f",2,"adc5","ok","ok","no",64.9264705882353,9.40834208509484,-1.26764848475586
"64",300323512,2.89718181818182,2.51855555555556,-0.378626262626263,0.243255917457493,0.433110212197958,-1.4358520362007,0.916666666666667,0.75,1,0.166666666666667,0.0894607843137255,0.233633502940449,0.330457239142711,-0.552697398528994,2.44663636363636,3.06922222222222,0.622585858585859,0.228278758738843,0.376368608345382,1.0476620289362,1,0.833333333333333,0.166666666666667,0.00245098039215686,0.092591421011293,1.7735518526547,1.41060694079545,0.833333333333333,0.166666666666667,0,-0.833333333333333,-0.764093137254902,0.295997545178227,-0.233921521331335,30032307,"child","4-year-olds","2023-03-30",53,"4 years, 5 months","m",1,"adc5","said he didn't know for first test trial","ok","no",64.9264705882353,9.40834208509484,-1.26764848475586
"65",310323310,2.72608333333333,2.89091666666667,0.164833333333333,0.243255917457493,0.433110212197958,-0.181068425346469,1,1,0.916666666666667,0,0.0894607843137255,0.233633502940449,-0.382910769165363,-0.281989597255916,2.78072727272727,2.77725,-0.00347727272727294,0.228278758738843,0.376368608345382,-0.615768760537649,1,0.944444444444444,0.0555555555555556,0.00245098039215686,0.092591421011293,0.573536668768933,-0.0211160458843583,1,0,0.0833333333333334,-0.916666666666667,-0.764093137254902,0.295997545178227,-0.515455387712411,31032309,"child","5-year-olds","2023-03-31",65,"5 years, 5 months","f",2,"adc3","ok","ok","no",64.9264705882353,9.40834208509484,0.00781534207617716
"66",310323311,1.13911516288452,1.155,0.0158848371154781,0.243255917457493,0.433110212197958,-0.524972798928352,1,0.916666666666667,1,0.0833333333333334,0.0894607843137255,0.233633502940449,-0.0262267650113261,-0.275599781969839,1.06845454545455,1.21844849621786,0.14999395076331,0.228278758738843,0.376368608345382,-0.208000365173106,0.941176470588235,1,-0.0588235294117647,0.00245098039215686,0.092591421011293,-0.661773079348768,-0.434886722260937,0.958333333333333,0.0416666666666666,0,-0.958333333333333,-0.764093137254902,0.295997545178227,-0.656222320902949,31032308,"child","6-year-olds","2023-03-31",72,"6 years, 0 months","m",2,"adc3","ok","ok","no",64.9264705882353,9.40834208509484,0.7518359077282
"67",310323811,2.0809,3.6495,1.5686,0.243255917457493,0.433110212197958,3.06006195470806,0.833333333333333,0.166666666666667,1,0.666666666666667,0.0894607843137255,0.233633502940449,2.47056126406693,2.7653116093875,1.81033333333333,2.87433333333333,1.064,0.228278758738843,0.376368608345382,2.22048604142416,0.647058823529412,0.666666666666667,-0.0196078431372548,0.00245098039215686,0.092591421011293,-0.238238308565556,0.991123866429301,0.5,0.5,0,-0.5,-0.764093137254902,0.295997545178227,0.892213944192968,3042307,"child","5-year-olds","2023-04-03",66,"5 years, 6 months","f",6,"adc8","wears glasses but was fine; trial 17 should be 2 not 1","ok","no",64.9264705882353,9.40834208509484,0.11410399431218
"68",310323812,1.8368,1.72354545454545,-0.113254545454545,0.243255917457493,0.433110212197958,-0.823140283630834,0.833333333333333,0.916666666666667,0.916666666666667,-0.0833333333333333,0.0894607843137255,0.233633502940449,-0.7395947733194,-0.781367528475117,1.36188888888889,1.94409090909091,0.58220202020202,0.228278758738843,0.376368608345382,0.940363392736496,0.882352941176471,0.888888888888889,-0.00653594771241828,0.00245098039215686,0.092591421011293,-0.0970600516378191,0.421651670549338,0.875,0.125,0.0833333333333334,-0.791666666666667,-0.764093137254902,0.295997545178227,-0.0931545881407971,3042308,"child","5-year-olds","2023-04-03",69,"5 years, 9 months","m",7,"adc8","squirmy","ok","no",64.9264705882353,9.40834208509484,0.43296995102019
