Session_Name_	Trial_Index_	Trial_Recycled_	condition	audiofile	POSITIONS_LIST	SHOULD_WE_RECALIBRATE	trialnumber	novelword	contextnum	context	contrast	lexrelatedimage	nonlexrelatedimage	lexrelatedimagefile	nonlexrelatedimagefile	lexrelatedimageloc	nonlexrelatedimageloc	imageloccondition	list	practicestatus	testblock	firstimageside	secondimageside	firstpreviewaudiofile	secondpreviewaudiofile	breakvideo	key_pressed	rt	lex_related_image_selected	breakaudio	connectiveonset	novelwordonset	contextstart	keycontextonset	keycontextend	connectiveend	novelwordend	findstart	novelwordrepeatonset	novelwordrepeatend
15032303	1	False	training	ballon.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	T1	ballon	1	training	ballon_velo	ballonfoot	velo	ballonfoot.png	velo.png	1	2	training_1	3	training1	1	1	2	oh_regarde.wav	tu_vois_ca.wav	break_1.mov	1	547306	1	break_1.wav	0	5479	522	0	0	0	5757	7638	8821	9083
15032303	2	False	training	lampetorche.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	T2	lampetorche	2	training	tasse_lampe	lampetorche	tasse	lampetorche.png	tasse.png	2	1	training_2	3	training2	1	2	1	attention_regarde.wav	wow_regarde.wav	break_1.mov	2	567764	1	break_1.wav	0	0	278	0	0	0	0	8508	9459	10283
15032303	3	False	training	cereals.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	T3	cereals	1	training	cereals_lunettessoleil	cereals	lunettessoleil	cereals.png	lunettessoleil.png	1	2	training_1	3	training3	1	1	2	regarde.wav	hey_regarde.wav	break_1.mov	1	587300	1	break_1.wav	0	0	482	5233	5525	0	0	8072	9059	9840
15032303	4	False	alors	crale_soif_alors.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	4	crale	1	soif	soif_faim	jusorange	pain	jusorange.png	pain.png	2	1	alors_2	3	test	2	2	2	hey_regarde.wav	oh_regarde.wav	break_1.mov	2	622008	1	break_1.wav	1426	2283	222	703	1150	1703	2614	3705	4365	4788
15032303	5	False	mais	dase_chaud_mais.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	1	dase	2	chaud	froid_chaud	tshirt	manteaurose	tshirt.png	manteaurose.png	2	1	mais_2	3	test	2	1	2	tu_vois_ca.wav	regarde.wav	break_1.mov	1	1069	0	break_1.wav	1291	2317	285	756	1002	1400	2622	3793	4670	5064
15032303	6	False	mais	bamoules_chambre_mais.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	5	bamoules	2	chambre	jardin_chambre	chaussons	chaussuresjardin	chaussons.png	chaussuresjardin.png	1	2	mais_1	3	test	2	2	1	regarde.wav	tu_vois_ca.wav	break_1.mov	2	655496	0	break_1.wav	1582	2359	211	1044	1324	1701	2701	3854	4578	4996
15032303	7	False	alors	rapoles_lire_alors.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	2	rapoles	1	lire	lire_ecouter	lunettesvue	ecouteurs	lunettesvue.png	ecouteurs.png	1	2	alors_1	3	test	2	1	1	wow_regarde.wav	attention_regarde.wav	break_1.mov	1	670885	1	break_1.wav	1464	2482	228	796	1191	2011	2884	4089	4721	5238
15032303	8	False	mais	nuve_dents_mais.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	9	nuve	2	dents	cheveux_dents	dentifrice	shampooing	dentifrice.png	shampooing.png	1	2	mais_1	3	test	4	1	2	tu_vois_ca.wav	regarde.wav	break_3.mov	2	698984	0	break_3.wav	1998	3007	194	1553	1713	2182	3333	4458	5244	5761
15032303	9	False	mais	laguis_creuser_mais.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	11	laguis	1	creuser	creuser_arroser	pelles	arrosoirs	pelles.png	arrosoirs.png	2	1	mais_2	3	test	4	2	1	wow_regarde.wav	attention_regarde.wav	break_3.mov	1	716037	0	break_3.wav	2838	3858	270	1433	2573	3067	4202	5320	5981	6347
15032303	10	False	alors	barli_cuisiner_alors.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	16	barli	2	cuisiner	jardiner_cuisiner	rouleau	rateau	rouleau.png	rateau.png	2	1	alors_2	3	test	4	1	1	regarde.wav	tu_vois_ca.wav	break_3.mov	2	732500	1	break_3.wav	2099	3167	129	1464	1849	2344	3472	4625	5404	5751
