Session_Name_	Trial_Index_	Trial_Recycled_	condition	audiofile	POSITIONS_LIST	SHOULD_WE_RECALIBRATE	trialnumber	novelword	contextnum	context	contrast	lexrelatedimage	nonlexrelatedimage	lexrelatedimagefile	nonlexrelatedimagefile	lexrelatedimageloc	nonlexrelatedimageloc	imageloccondition	list	practicestatus	testblock	firstimageside	secondimageside	firstpreviewaudiofile	secondpreviewaudiofile	breakvideo	key_pressed	rt	lex_related_image_selected	breakaudio	connectiveonset	novelwordonset	contextstart	keycontextonset	keycontextend	connectiveend	novelwordend	findstart	novelwordrepeatonset	novelwordrepeatend
14032304	1	False	training	ballon.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	T1	ballon	1	training	ballon_velo	ballonfoot	velo	ballonfoot.png	velo.png	1	2	training_1	3	training1	1	1	2	oh_regarde.wav	tu_vois_ca.wav	break_1.mov	1	1635	1	break_1.wav	0	5479	522	0	0	0	5757	7638	8821	9083
14032304	2	False	training	lampetorche.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	T2	lampetorche	2	training	tasse_lampe	lampetorche	tasse	lampetorche.png	tasse.png	2	1	training_2	3	training2	1	2	1	attention_regarde.wav	wow_regarde.wav	break_1.mov	2	1091	1	break_1.wav	0	0	278	0	0	0	0	8508	9459	10283
14032304	3	False	training	cereals.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	T3	cereals	1	training	cereals_lunettessoleil	cereals	lunettessoleil	cereals.png	lunettessoleil.png	1	2	training_1	3	training3	1	1	2	regarde.wav	hey_regarde.wav	break_1.mov	1	823	1	break_1.wav	0	0	482	5233	5525	0	0	8072	9059	9840
14032304	4	False	mais	nuve_dents_mais.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	9	nuve	2	dents	cheveux_dents	dentifrice	shampooing	dentifrice.png	shampooing.png	1	2	mais_1	3	test	4	1	2	tu_vois_ca.wav	regarde.wav	break_3.mov	2	4252	0	break_3.wav	1998	3007	194	1553	1713	2182	3333	4458	5244	5761
14032304	5	False	alors	barli_cuisiner_alors.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	16	barli	2	cuisiner	jardiner_cuisiner	rouleau	rateau	rouleau.png	rateau.png	2	1	alors_2	3	test	4	1	1	regarde.wav	tu_vois_ca.wav	break_3.mov	1	2569	0	break_3.wav	2099	3167	129	1464	1849	2344	3472	4625	5404	5751
14032304	6	False	alors	gosines_foret_alors.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	12	gosines	2	foret	plage_foret	pommesdepain	coquillages	pommesdepain.png	coquillages.png	1	2	alors_1	3	test	4	2	2	hey_regarde.wav	oh_regarde.wav	break_3.mov	1	2327	1	break_3.wav	2084	3004	206	1464	1863	2362	3360	4537	5162	5593
14032304	7	False	mais	laguis_creuser_mais.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	11	laguis	1	creuser	creuser_arroser	pelles	arrosoirs	pelles.png	arrosoirs.png	2	1	mais_2	3	test	4	2	1	wow_regarde.wav	attention_regarde.wav	break_3.mov	1	1060	0	break_3.wav	2838	3858	270	1433	2573	3067	4202	5320	5981	6347
14032304	8	False	mais	felli_bijoux_mais.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	13	felli	2	bijoux	crepes_bijoux	boitebijoux	poele	boitebijoux.png	poele.png	2	1	mais_2	3	test	5	2	1	attention_regarde.wav	wow_regarde.wav	break_4.mov	1	1851	0	break_4.wav	1462	2222	149	880	1227	1653	2553	3670	4523	4868
14032304	9	False	alors	mora_saucisses_alors.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	19	mora	1	saucisses	saucisses_soupe	fourchette	cuillere	fourchette.png	cuillere.png	2	1	alors_2	3	test	5	1	1	tu_vois_ca.wav	regarde.wav	break_4.mov	1	1028	0	break_4.wav	2231	3155	257	1026	1474	2512	3514	4611	5515	5954
14032304	10	False	mais	prolin_parc_mais.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	10	prolin	2	parc	lit_parc	manteaujaune	pyjama	manteaujaune.png	pyjama.png	1	2	mais_1	3	test	5	1	2	regarde.wav	tu_vois_ca.wav	break_4.mov	2	1320	0	break_4.wav	1870	2563	151	1252	1573	2043	2938	4060	4581	4974
14032304	11	False	alors	torbas_mains_alors.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	15	torbas	2	mains	pieds_mains	gants	chaussettes	gants.png	chaussettes.png	1	2	alors_1	3	test	5	2	2	oh_regarde.wav	hey_regarde.wav	break_4.mov	2	1563	0	break_4.wav	2105	2825	205	1310	1490	2321	3101	4149	5243	5668
14032304	12	False	mais	pirdale_journeefroide_mais.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	6	pirdale	1	journeefroide	journeefroide_journeechaude	soupe	glace	soupe.png	glace.png	1	2	mais_1	3	test	3	2	1	attention_regarde.wav	wow_regarde.wav	break_2.mov	2	1364	0	break_2.wav	1670	2679	210	621	866	1774	3087	4358	5168	5673
14032304	13	False	alors	rane_chauffer_alors.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	3	rane	1	chauffer	chauffer_congeler	four	frigo	four.png	frigo.png	1	2	alors_1	3	test	3	1	2	regarde.wav	tu_vois_ca.wav	break_2.mov	2	1033	0	break_2.wav	2082	3113	180	743	1084	2399	3412	4762	5528	5870
14032304	14	False	alors	pounes_sel_alors.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	7	pounes	1	sel	sel_sucre	frites	bonbons	frites.png	bonbons.png	2	1	alors_2	3	test	3	2	2	oh_regarde.wav	hey_regarde.wav	break_2.mov	2	1608	1	break_2.wav	1714	2617	198	1163	1490	1902	2855	3985	4713	5027
14032304	15	False	mais	doripe_basket_mais.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	8	doripe	1	basket	basket_nager	ballonbasket	maillotdebain	ballonbasket.png	maillotdebain.png	2	1	mais_2	3	test	3	1	1	tu_vois_ca.wav	regarde.wav	break_2.mov	1	1358	0	break_2.wav	1884	2749	158	1113	1621	2059	3127	4346	4998	5407
14032304	16	False	mais	fomes_froidhumide_mais.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	14	fomes	1	froidhumide	froidhumide_chaudsec	bottespluie	sandales	bottespluie.png	sandales.png	1	2	mais_1	3	test	6	1	2	tu_vois_ca.wav	regarde.wav	break_5.mov	2	970	0	break_5.wav	1931	3051	239	677	1652	2108	3426	4523	5263	5703
14032304	17	False	alors	mouveille_sales_alors.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	20	mouveille	2	sales	propres_sales	machinealaver	armoire	machinealaver.png	armoire.png	2	1	alors_2	3	test	6	1	1	regarde.wav	tu_vois_ca.wav	break_5.mov	1	1081	0	break_5.wav	2234	2993	238	1367	1967	2984	3410	4631	5358	5956
14032304	18	False	mais	cageres_insectes_mais.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	17	cageres	2	insectes	etoiles_insectes	loupes	telescopes	loupes.png	telescopes.png	2	1	mais_2	3	test	6	2	1	wow_regarde.wav	attention_regarde.wav	break_5.mov	1	640	0	break_5.wav	3323	4286	99	1806	2300	3511	4720	5915	6800	7435
14032304	19	False	alors	mige_noel_alors.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	18	mige	1	noel	noel_paques	sapinnoel	lapinpaques	sapinnoel.png	lapinpaques.png	1	2	alors_1	3	test	6	2	2	hey_regarde.wav	oh_regarde.wav	break_5.mov	1	3054	1	break_5.wav	1120	2545	231	476	870	1368	2839	3971	4514	5041
14032304	20	False	alors	crale_soif_alors.wav	"[EBPoint(0, 0), EBPoint(300, 450), EBPoint(1300, 450)]"	False	4	crale	1	soif	soif_faim	jusorange	pain	jusorange.png	pain.png	2	1	alors_2	3	test	2	2	2	hey_regarde.wav	oh_regarde.wav	break_1.mov	1	3166	0	break_1.wav	1426	2283	222	703	1150	1703	2614	3705	4365	4788
