block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,30032354,left,1,NA,NA,4.378
practice,right_fish.jpg,null,right,30032354,right,1,NA,NA,3.065
practice,bowl.jpg,null,,30032354,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,30032354,NA,0,NA,NA,-1
practice,bowl.jpg,null,,30032354,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,30032354,NA,0,NA,NA,-1
practice,con_left_practice.jpg,congruent,left,30032354,left,1,NA,NA,3.648
practice,in_left_practice.jpg,incongruent,left,30032354,NA,0,1,ci,-1
practice,con_right_practice.jpg,congruent,right,30032354,NA,0,1,ic,-1
practice,nogo_right_practice.jpg,nogo,right,30032354,right,0,1,cx,4.032
practice,in_right_practice.jpg,incongruent,right,30032354,left,0,1,xi,4.330
practice,nogo_left_practice.jpg,nogo,left,30032354,left,0,1,ix,4.370
test,nogo_left.jpg,nogo,left,30032354,NA,1,NA,NA,-1
test,in_left.jpg,incongruent,left,30032354,NA,0,1,xi,-1
test,in_left.jpg,incongruent,left,30032354,NA,0,0,ii,-1
test,con_right.jpg,congruent,right,30032354,right,1,1,ic,4.300
test,con_left.jpg,congruent,left,30032354,left,1,0,cc,2.547
test,nogo_left.jpg,nogo,left,30032354,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,30032354,NA,1,0,xx,-1
test,in_right.jpg,incongruent,right,30032354,NA,0,1,xi,-1
test,in_left.jpg,incongruent,left,30032354,right,0,0,ii,2.814
test,nogo_left.jpg,nogo,left,30032354,right,0,1,ix,3.465
test,nogo_right.jpg,nogo,right,30032354,right,0,0,xx,4.414
test,con_right.jpg,congruent,right,30032354,right,1,1,xc,2.262
test,con_left.jpg,congruent,left,30032354,NA,0,0,cc,-1
test,in_right.jpg,incongruent,right,30032354,right,1,1,ci,0.315
test,in_right.jpg,incongruent,right,30032354,left,0,0,ii,3.715
test,nogo_left.jpg,nogo,left,30032354,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,30032354,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,30032354,NA,0,1,xc,-1
test,con_left.jpg,congruent,left,30032354,left,1,0,cc,1.631
test,in_left.jpg,incongruent,left,30032354,NA,0,1,ci,-1
test,in_right.jpg,incongruent,right,30032354,right,1,0,ii,4.431
test,con_right.jpg,congruent,right,30032354,left,0,1,ic,0.048
test,con_right.jpg,congruent,right,30032354,left,0,0,cc,1.764
test,nogo_right.jpg,nogo,right,30032354,left,0,1,cx,1.147
test,nogo_right.jpg,nogo,right,30032354,right,0,0,xx,2.064
test,in_left.jpg,incongruent,left,30032354,right,0,1,xi,1.548
test,in_right.jpg,incongruent,right,30032354,NA,0,0,ii,-1
test,con_right.jpg,congruent,right,30032354,NA,0,1,ic,-1
test,con_left.jpg,congruent,left,30032354,NA,0,0,cc,-1
test,in_left.jpg,incongruent,left,30032354,NA,0,1,ci,-1
test,in_right.jpg,incongruent,right,30032354,NA,0,0,ii,-1
test,nogo_right.jpg,nogo,right,30032354,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,30032354,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,30032354,NA,0,1,xc,-1
