block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,11042382,left,1,NA,NA,2.771
practice,right_fish.jpg,null,right,11042382,right,1,NA,NA,0.969
practice,bowl.jpg,null,,11042382,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,11042382,right,1,NA,NA,1.448
practice,bowl.jpg,null,,11042382,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,11042382,left,1,NA,NA,1.164
practice,con_left_practice.jpg,congruent,left,11042382,left,1,NA,NA,2.828
practice,in_left_practice.jpg,incongruent,left,11042382,left,1,1,ci,3.747
practice,con_right_practice.jpg,congruent,right,11042382,right,1,1,ic,1.298
practice,nogo_right_practice.jpg,nogo,right,11042382,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,11042382,right,1,1,xi,1.747
practice,nogo_left_practice.jpg,nogo,left,11042382,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,11042382,right,0,NA,NA,1.443
test,nogo_left.jpg,nogo,left,11042382,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,11042382,left,1,1,xi,3.398
test,in_right.jpg,incongruent,right,11042382,right,1,0,ii,2.732
test,con_left.jpg,congruent,left,11042382,left,1,1,ic,2.413
test,con_right.jpg,congruent,right,11042382,right,1,0,cc,2.247
test,in_right.jpg,incongruent,right,11042382,right,1,1,ci,3.566
test,in_left.jpg,incongruent,left,11042382,left,1,0,ii,4.614
test,nogo_left.jpg,nogo,left,11042382,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,11042382,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,11042382,left,1,1,xc,3.297
test,con_right.jpg,congruent,right,11042382,right,1,0,cc,1.214
test,in_left.jpg,incongruent,left,11042382,left,1,1,ci,1.649
test,in_right.jpg,incongruent,right,11042382,right,1,0,ii,1.364
test,con_left.jpg,congruent,left,11042382,left,1,1,ic,1.263
test,con_right.jpg,congruent,right,11042382,right,1,0,cc,3.114
test,nogo_right.jpg,nogo,right,11042382,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,11042382,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,11042382,right,1,1,xc,2.781
test,con_right.jpg,congruent,right,11042382,right,1,0,cc,1.480
test,nogo_left.jpg,nogo,left,11042382,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,11042382,right,0,0,xx,1.581
test,in_right.jpg,incongruent,right,11042382,right,1,1,xi,3.798
test,in_right.jpg,incongruent,right,11042382,right,1,0,ii,1.448
test,nogo_right.jpg,nogo,right,11042382,right,0,1,ix,1.231
test,nogo_right.jpg,nogo,right,11042382,right,0,0,xx,1.046
test,in_left.jpg,incongruent,left,11042382,left,1,1,xi,2.031
test,in_right.jpg,incongruent,right,11042382,right,1,0,ii,1.515
test,nogo_right.jpg,nogo,right,11042382,NA,1,1,ix,-1
test,con_left.jpg,congruent,left,11042382,left,1,1,xc,3.480
test,con_left.jpg,congruent,left,11042382,left,1,0,cc,1.781
test,in_left.jpg,incongruent,left,11042382,left,1,1,ci,1.200
test,in_left.jpg,incongruent,left,11042382,left,1,0,ii,3.698
test,con_right.jpg,congruent,right,11042382,right,1,1,ic,2.030
test,con_left.jpg,congruent,left,11042382,left,1,0,cc,1.116
test,nogo_left.jpg,nogo,left,11042382,NA,1,1,cx,-1
