block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,07042385,left,1,NA,NA,1.924
practice,right_fish.jpg,null,right,07042385,right,1,NA,NA,0.832
practice,bowl.jpg,null,,07042385,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,07042385,right,1,NA,NA,1.048
practice,bowl.jpg,null,,07042385,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,07042385,left,1,NA,NA,0.913
practice,con_left_practice.jpg,congruent,left,07042385,left,1,NA,NA,3.547
practice,in_left_practice.jpg,incongruent,left,07042385,left,1,1,ci,2.530
practice,con_right_practice.jpg,congruent,right,07042385,right,1,1,ic,0.998
practice,nogo_right_practice.jpg,nogo,right,07042385,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,07042385,right,1,1,xi,1.399
practice,nogo_left_practice.jpg,nogo,left,07042385,left,0,1,ix,1.049
