block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,110423310,left,1,NA,NA,1.327
practice,right_fish.jpg,null,right,110423310,right,1,NA,NA,0.617
practice,bowl.jpg,null,,110423310,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,110423310,right,1,NA,NA,0.864
practice,bowl.jpg,null,,110423310,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,110423310,left,1,NA,NA,1.233
practice,con_left_practice.jpg,congruent,left,110423310,left,1,NA,NA,2.247
practice,in_left_practice.jpg,incongruent,left,110423310,left,1,1,ci,1.881
practice,con_right_practice.jpg,congruent,right,110423310,right,1,1,ic,1.281
practice,nogo_right_practice.jpg,nogo,right,110423310,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,110423310,right,1,1,xi,2.814
practice,nogo_left_practice.jpg,nogo,left,110423310,NA,1,1,ix,-1
test,in_left.jpg,incongruent,left,110423310,left,1,NA,NA,2.728
test,con_left.jpg,congruent,left,110423310,left,1,1,ic,1.501
test,con_right.jpg,congruent,right,110423310,right,1,0,cc,1.730
test,nogo_right.jpg,nogo,right,110423310,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,110423310,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,110423310,right,1,1,xc,2.230
test,con_right.jpg,congruent,right,110423310,right,1,0,cc,1.264
test,in_left.jpg,incongruent,left,110423310,left,1,1,ci,2.813
test,in_right.jpg,incongruent,right,110423310,right,1,0,ii,4.016
test,con_left.jpg,congruent,left,110423310,left,1,1,ic,3.031
test,con_left.jpg,congruent,left,110423310,left,1,0,cc,1.815
test,nogo_left.jpg,nogo,left,110423310,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,110423310,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,110423310,left,1,1,xi,2.232
test,in_right.jpg,incongruent,right,110423310,right,1,0,ii,1.531
test,nogo_left.jpg,nogo,left,110423310,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,110423310,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,110423310,right,1,1,xc,1.314
test,con_left.jpg,congruent,left,110423310,left,1,0,cc,1.648
test,nogo_right.jpg,nogo,right,110423310,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,110423310,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,110423310,right,1,1,xc,3.299
test,con_left.jpg,congruent,left,110423310,left,1,0,cc,2.097
test,in_left.jpg,incongruent,left,110423310,left,1,1,ci,3.721
test,in_right.jpg,incongruent,right,110423310,right,1,0,ii,1.501
test,con_left.jpg,congruent,left,110423310,left,1,1,ic,1.151
test,con_right.jpg,congruent,right,110423310,right,1,0,cc,0.982
test,in_right.jpg,incongruent,right,110423310,left,0,1,ci,1.515
test,in_left.jpg,incongruent,left,110423310,left,1,0,ii,2.031
test,nogo_right.jpg,nogo,right,110423310,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,110423310,NA,1,0,xx,-1
test,in_right.jpg,incongruent,right,110423310,right,1,1,xi,2.432
test,in_right.jpg,incongruent,right,110423310,right,1,0,ii,1.614
test,nogo_left.jpg,nogo,left,110423310,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,110423310,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,110423310,left,1,1,xi,2.914
