block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,11042363,left,1,NA,NA,1.726
practice,right_fish.jpg,null,right,11042363,right,1,NA,NA,1.501
practice,bowl.jpg,null,,11042363,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,11042363,right,1,NA,NA,1.316
practice,bowl.jpg,null,,11042363,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,11042363,left,1,NA,NA,1.163
practice,con_left_practice.jpg,congruent,left,11042363,left,1,NA,NA,2.263
practice,in_left_practice.jpg,incongruent,left,11042363,left,1,1,ci,2.032
practice,con_right_practice.jpg,congruent,right,11042363,right,1,1,ic,2.748
practice,nogo_right_practice.jpg,nogo,right,11042363,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,11042363,right,1,1,xi,1.430
practice,nogo_left_practice.jpg,nogo,left,11042363,NA,1,1,ix,-1
test,con_left.jpg,congruent,left,11042363,left,1,NA,NA,1.228
test,con_left.jpg,congruent,left,11042363,left,1,0,cc,1.083
test,nogo_left.jpg,nogo,left,11042363,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,11042363,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,11042363,right,1,1,xc,1.014
test,con_right.jpg,congruent,right,11042363,right,1,0,cc,0.697
test,nogo_right.jpg,nogo,right,11042363,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,11042363,NA,1,0,xx,-1
test,in_right.jpg,incongruent,right,11042363,right,1,1,xi,1.415
test,in_left.jpg,incongruent,left,11042363,left,1,0,ii,1.214
test,con_left.jpg,congruent,left,11042363,left,1,1,ic,2.465
test,con_left.jpg,congruent,left,11042363,left,1,0,cc,0.999
test,in_right.jpg,incongruent,right,11042363,right,1,1,ci,1.029
test,in_left.jpg,incongruent,left,11042363,left,1,0,ii,0.999
test,nogo_right.jpg,nogo,right,11042363,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,11042363,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,11042363,left,1,1,xi,1.331
test,in_right.jpg,incongruent,right,11042363,right,1,0,ii,1.331
test,nogo_right.jpg,nogo,right,11042363,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,11042363,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,11042363,right,1,1,xc,1.300
test,nogo_left.jpg,nogo,left,11042363,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,11042363,NA,1,0,xx,-1
test,in_right.jpg,incongruent,right,11042363,right,1,1,xi,1.602
test,in_right.jpg,incongruent,right,11042363,right,1,0,ii,0.913
test,con_left.jpg,congruent,left,11042363,left,1,1,ic,0.964
test,con_left.jpg,congruent,left,11042363,left,1,0,cc,0.765
test,in_left.jpg,incongruent,left,11042363,left,1,1,ci,1.098
test,in_left.jpg,incongruent,left,11042363,left,1,0,ii,1.048
test,nogo_right.jpg,nogo,right,11042363,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,11042363,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,11042363,right,1,1,xc,0.866
test,con_right.jpg,congruent,right,11042363,right,1,0,cc,1.380
test,in_left.jpg,incongruent,left,11042363,left,1,1,ci,1.134
test,in_right.jpg,incongruent,right,11042363,right,1,0,ii,1.047
test,con_right.jpg,congruent,right,11042363,right,1,1,ic,1.015
