block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,30032355,left,1,NA,NA,1.654
practice,right_fish.jpg,null,right,30032355,right,1,NA,NA,0.671
practice,bowl.jpg,null,,30032355,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,30032355,right,1,NA,NA,1.277
practice,bowl.jpg,null,,30032355,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,30032355,left,1,NA,NA,0.874
practice,con_left_practice.jpg,congruent,left,30032355,left,1,NA,NA,4.507
practice,in_left_practice.jpg,incongruent,left,30032355,right,0,1,ci,0.760
practice,con_right_practice.jpg,congruent,right,30032355,right,1,1,ic,1.622
practice,nogo_right_practice.jpg,nogo,right,30032355,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,30032355,right,1,1,xi,1.687
practice,nogo_left_practice.jpg,nogo,left,30032355,left,0,1,ix,1.573
