block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,11042361,left,1,NA,NA,1.625
practice,right_fish.jpg,null,right,11042361,right,1,NA,NA,1.213
practice,bowl.jpg,null,,11042361,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,11042361,right,1,NA,NA,1.182
practice,bowl.jpg,null,,11042361,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,11042361,left,1,NA,NA,1.100
practice,con_left_practice.jpg,congruent,left,11042361,left,1,NA,NA,2.993
practice,in_left_practice.jpg,incongruent,left,11042361,left,1,1,ci,2.910
practice,con_right_practice.jpg,congruent,right,11042361,right,1,1,ic,1.959
practice,nogo_right_practice.jpg,nogo,right,11042361,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,11042361,right,1,1,xi,3.560
practice,nogo_left_practice.jpg,nogo,left,11042361,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,11042361,NA,1,NA,NA,-1
test,nogo_right.jpg,nogo,right,11042361,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,11042361,left,1,1,xc,2.131
test,con_left.jpg,congruent,left,11042361,left,1,0,cc,1.532
test,in_left.jpg,incongruent,left,11042361,left,1,1,ci,2.027
test,in_left.jpg,incongruent,left,11042361,left,1,0,ii,1.948
test,nogo_right.jpg,nogo,right,11042361,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,11042361,NA,1,0,xx,-1
test,in_right.jpg,incongruent,right,11042361,right,1,1,xi,1.542
test,in_right.jpg,incongruent,right,11042361,right,1,0,ii,1.347
test,con_right.jpg,congruent,right,11042361,right,1,1,ic,1.896
test,con_left.jpg,congruent,left,11042361,left,1,0,cc,1.531
test,in_right.jpg,incongruent,right,11042361,right,1,1,ci,1.848
test,in_right.jpg,incongruent,right,11042361,right,1,0,ii,1.763
test,con_right.jpg,congruent,right,11042361,right,1,1,ic,1.314
test,con_right.jpg,congruent,right,11042361,right,1,0,cc,1.297
test,in_left.jpg,incongruent,left,11042361,left,1,1,ci,1.431
test,in_right.jpg,incongruent,right,11042361,right,1,0,ii,1.647
test,nogo_left.jpg,nogo,left,11042361,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,11042361,NA,1,0,xx,-1
test,in_right.jpg,incongruent,right,11042361,right,1,1,xi,1.931
test,in_left.jpg,incongruent,left,11042361,left,1,0,ii,1.731
test,con_right.jpg,congruent,right,11042361,right,1,1,ic,1.517
test,con_right.jpg,congruent,right,11042361,right,1,0,cc,1.669
test,nogo_right.jpg,nogo,right,11042361,NA,1,1,cx,-1
test,con_right.jpg,congruent,right,11042361,right,1,1,xc,1.535
test,con_left.jpg,congruent,left,11042361,left,1,0,cc,1.814
test,nogo_left.jpg,nogo,left,11042361,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,11042361,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,11042361,left,1,1,xi,1.998
test,in_left.jpg,incongruent,left,11042361,left,1,0,ii,1.913
test,nogo_left.jpg,nogo,left,11042361,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,11042361,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,11042361,left,1,1,xc,1.878
test,con_left.jpg,congruent,left,11042361,left,1,0,cc,1.311
test,nogo_left.jpg,nogo,left,11042361,NA,1,1,cx,-1
