block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,11042381,left,1,NA,NA,1.508
practice,right_fish.jpg,null,right,11042381,right,1,NA,NA,0.623
practice,bowl.jpg,null,,11042381,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,11042381,right,1,NA,NA,1.081
practice,bowl.jpg,null,,11042381,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,11042381,left,1,NA,NA,0.593
practice,con_left_practice.jpg,congruent,left,11042381,left,1,NA,NA,1.689
practice,in_left_practice.jpg,incongruent,left,11042381,left,1,1,ci,1.906
practice,con_right_practice.jpg,congruent,right,11042381,right,1,1,ic,0.889
practice,nogo_right_practice.jpg,nogo,right,11042381,right,0,1,cx,1.072
practice,in_right_practice.jpg,incongruent,right,11042381,right,1,1,xi,1.575
practice,nogo_left_practice.jpg,nogo,left,11042381,NA,1,1,ix,-1
test,con_left.jpg,congruent,left,11042381,left,1,NA,NA,1.242
test,con_left.jpg,congruent,left,11042381,left,1,0,cc,1.028
test,in_right.jpg,incongruent,right,11042381,right,1,1,ci,0.905
test,in_left.jpg,incongruent,left,11042381,left,1,0,ii,1.024
test,nogo_left.jpg,nogo,left,11042381,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,11042381,right,0,0,xx,0.989
test,con_left.jpg,congruent,left,11042381,left,1,1,xc,1.710
test,con_right.jpg,congruent,right,11042381,right,1,0,cc,1.109
test,in_right.jpg,incongruent,right,11042381,right,1,1,ci,1.476
test,in_left.jpg,incongruent,left,11042381,left,1,0,ii,2.159
test,nogo_right.jpg,nogo,right,11042381,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,11042381,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,11042381,right,1,1,xc,1.041
test,in_left.jpg,incongruent,left,11042381,left,1,1,ci,0.975
test,in_right.jpg,incongruent,right,11042381,right,1,0,ii,1.125
test,con_left.jpg,congruent,left,11042381,left,1,1,ic,0.793
test,con_right.jpg,congruent,right,11042381,right,1,0,cc,1.127
test,nogo_left.jpg,nogo,left,11042381,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,11042381,right,0,0,xx,1.092
test,in_left.jpg,incongruent,left,11042381,left,1,1,xi,2.193
test,in_right.jpg,incongruent,right,11042381,right,1,0,ii,1.041
test,con_left.jpg,congruent,left,11042381,left,1,1,ic,0.992
test,con_right.jpg,congruent,right,11042381,right,1,0,cc,1.561
test,nogo_left.jpg,nogo,left,11042381,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,11042381,left,0,0,xx,0.892
test,con_right.jpg,congruent,right,11042381,right,1,1,xc,1.994
test,con_left.jpg,congruent,left,11042381,left,1,0,cc,1.225
test,nogo_right.jpg,nogo,right,11042381,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,11042381,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,11042381,left,1,1,xi,1.126
test,in_right.jpg,incongruent,right,11042381,right,1,0,ii,1.074
test,nogo_right.jpg,nogo,right,11042381,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,11042381,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,11042381,left,1,1,xi,1.445
test,in_right.jpg,incongruent,right,11042381,right,1,0,ii,1.475
test,con_right.jpg,congruent,right,11042381,right,1,1,ic,1.076
