block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,310323814,left,1,NA,NA,3.462
practice,right_fish.jpg,null,right,310323814,right,1,NA,NA,1.925
practice,bowl.jpg,null,,310323814,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,310323814,right,1,NA,NA,3.306
practice,bowl.jpg,null,,310323814,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,310323814,left,1,NA,NA,2.042
practice,con_left_practice.jpg,congruent,left,310323814,left,1,NA,NA,4.443
practice,in_left_practice.jpg,incongruent,left,310323814,NA,0,1,ci,-1
practice,con_right_practice.jpg,congruent,right,310323814,right,1,1,ic,3.939
practice,nogo_right_practice.jpg,nogo,right,310323814,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,310323814,NA,0,1,xi,-1
practice,nogo_left_practice.jpg,nogo,left,310323814,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,310323814,NA,1,NA,NA,-1
test,nogo_left.jpg,nogo,left,310323814,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,310323814,NA,0,1,xi,-1
test,in_right.jpg,incongruent,right,310323814,right,1,0,ii,4.925
test,con_right.jpg,congruent,right,310323814,right,1,1,ic,4.793
test,con_right.jpg,congruent,right,310323814,right,1,0,cc,2.759
test,in_right.jpg,incongruent,right,310323814,NA,0,1,ci,-1
test,in_left.jpg,incongruent,left,310323814,left,1,0,ii,4.375
test,con_right.jpg,congruent,right,310323814,right,1,1,ic,2.806
test,con_right.jpg,congruent,right,310323814,right,1,0,cc,4.391
test,nogo_left.jpg,nogo,left,310323814,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,310323814,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,310323814,left,1,1,xc,2.826
test,con_left.jpg,congruent,left,310323814,left,1,0,cc,2.358
test,in_right.jpg,incongruent,right,310323814,NA,0,1,ci,-1
test,in_left.jpg,incongruent,left,310323814,NA,0,0,ii,-1
test,nogo_right.jpg,nogo,right,310323814,NA,1,1,ix,-1
test,con_left.jpg,congruent,left,310323814,NA,0,1,xc,-1
test,con_left.jpg,congruent,left,310323814,left,1,0,cc,2.757
test,in_left.jpg,incongruent,left,310323814,NA,0,1,ci,-1
test,in_right.jpg,incongruent,right,310323814,NA,0,0,ii,-1
test,nogo_left.jpg,nogo,left,310323814,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,310323814,NA,1,0,xx,-1
test,in_right.jpg,incongruent,right,310323814,NA,0,1,xi,-1
test,in_right.jpg,incongruent,right,310323814,NA,0,0,ii,-1
test,con_right.jpg,congruent,right,310323814,right,1,1,ic,3.027
test,con_right.jpg,congruent,right,310323814,NA,0,0,cc,-1
test,nogo_right.jpg,nogo,right,310323814,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,310323814,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,310323814,left,1,1,xc,4.456
test,con_left.jpg,congruent,left,310323814,left,1,0,cc,1.993
test,nogo_right.jpg,nogo,right,310323814,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,310323814,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,310323814,NA,0,1,xi,-1
test,in_left.jpg,incongruent,left,310323814,NA,0,0,ii,-1
test,nogo_right.jpg,nogo,right,310323814,NA,1,1,ix,-1
