block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,12042333,left,1,NA,NA,1.270
practice,right_fish.jpg,null,right,12042333,right,1,NA,NA,0.909
practice,bowl.jpg,null,,12042333,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,12042333,right,1,NA,NA,1.057
practice,bowl.jpg,null,,12042333,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,12042333,left,1,NA,NA,1.115
practice,con_left_practice.jpg,congruent,left,12042333,left,1,NA,NA,2.259
practice,in_left_practice.jpg,incongruent,left,12042333,left,1,1,ci,1.626
practice,con_right_practice.jpg,congruent,right,12042333,right,1,1,ic,1.109
practice,nogo_right_practice.jpg,nogo,right,12042333,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,12042333,right,1,1,xi,2.191
practice,nogo_left_practice.jpg,nogo,left,12042333,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,12042333,NA,1,NA,NA,-1
test,nogo_right.jpg,nogo,right,12042333,NA,1,0,xx,-1
test,in_right.jpg,incongruent,right,12042333,NA,0,1,xi,-1
test,in_left.jpg,incongruent,left,12042333,left,1,0,ii,3.076
test,con_left.jpg,congruent,left,12042333,left,1,1,ic,1.428
test,con_left.jpg,congruent,left,12042333,left,1,0,cc,1.494
test,nogo_right.jpg,nogo,right,12042333,NA,1,1,cx,-1
test,con_right.jpg,congruent,right,12042333,right,1,1,xc,4.584
test,con_right.jpg,congruent,right,12042333,right,1,0,cc,1.408
test,nogo_left.jpg,nogo,left,12042333,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,12042333,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,12042333,left,1,1,xi,1.998
test,in_left.jpg,incongruent,left,12042333,left,1,0,ii,1.676
test,nogo_right.jpg,nogo,right,12042333,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,12042333,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,12042333,left,1,1,xi,1.856
test,in_right.jpg,incongruent,right,12042333,right,1,0,ii,1.441
test,con_right.jpg,congruent,right,12042333,right,1,1,ic,1.410
test,con_left.jpg,congruent,left,12042333,left,1,0,cc,1.825
test,in_left.jpg,incongruent,left,12042333,left,1,1,ci,2.025
test,in_right.jpg,incongruent,right,12042333,right,1,0,ii,1.291
test,con_left.jpg,congruent,left,12042333,left,1,1,ic,1.474
test,con_right.jpg,congruent,right,12042333,right,1,0,cc,1.395
test,in_left.jpg,incongruent,left,12042333,left,1,1,ci,1.693
test,in_right.jpg,incongruent,right,12042333,right,1,0,ii,1.327
test,nogo_right.jpg,nogo,right,12042333,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,12042333,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,12042333,right,1,1,xc,1.560
test,con_left.jpg,congruent,left,12042333,left,1,0,cc,1.392
test,nogo_right.jpg,nogo,right,12042333,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,12042333,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,12042333,right,1,1,xc,1.292
test,con_left.jpg,congruent,left,12042333,left,1,0,cc,1.193
test,in_right.jpg,incongruent,right,12042333,right,1,1,ci,1.326
test,in_right.jpg,incongruent,right,12042333,right,1,0,ii,1.258
test,nogo_right.jpg,nogo,right,12042333,NA,1,1,ix,-1
