block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,29032349,left,1,NA,NA,2.593
practice,right_fish.jpg,null,right,29032349,right,1,NA,NA,1.199
practice,bowl.jpg,null,,29032349,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,29032349,right,1,NA,NA,1.395
practice,bowl.jpg,null,,29032349,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,29032349,left,1,NA,NA,1.083
practice,con_left_practice.jpg,congruent,left,29032349,left,1,NA,NA,3.514
practice,in_left_practice.jpg,incongruent,left,29032349,left,1,1,ci,3.064
practice,con_right_practice.jpg,congruent,right,29032349,right,1,1,ic,1.316
practice,nogo_right_practice.jpg,nogo,right,29032349,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,29032349,right,1,1,xi,2.765
practice,nogo_left_practice.jpg,nogo,left,29032349,NA,1,1,ix,-1
test,in_right.jpg,incongruent,right,29032349,right,1,NA,NA,1.911
test,in_right.jpg,incongruent,right,29032349,right,1,0,ii,1.849
test,con_left.jpg,congruent,left,29032349,left,1,1,ic,0.999
test,con_right.jpg,congruent,right,29032349,right,1,0,cc,1.281
test,in_left.jpg,incongruent,left,29032349,left,1,1,ci,1.382
test,in_right.jpg,incongruent,right,29032349,right,1,0,ii,1.282
test,con_right.jpg,congruent,right,29032349,right,1,1,ic,1.482
test,con_left.jpg,congruent,left,29032349,left,1,0,cc,1.117
test,in_left.jpg,incongruent,left,29032349,left,1,1,ci,1.197
test,nogo_left.jpg,nogo,left,29032349,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,29032349,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,29032349,left,1,1,xc,1.365
test,con_left.jpg,congruent,left,29032349,left,1,0,cc,1.415
test,nogo_right.jpg,nogo,right,29032349,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,29032349,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,29032349,left,1,1,xc,1.682
test,con_right.jpg,congruent,right,29032349,right,1,0,cc,1.466
test,nogo_right.jpg,nogo,right,29032349,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,29032349,right,0,0,xx,2.546
test,con_right.jpg,congruent,right,29032349,right,1,1,xc,2.866
test,con_left.jpg,congruent,left,29032349,left,1,0,cc,1.298
test,in_left.jpg,incongruent,left,29032349,left,1,1,ci,3.716
test,in_right.jpg,incongruent,right,29032349,right,1,0,ii,1.130
test,nogo_right.jpg,nogo,right,29032349,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,29032349,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,29032349,left,1,1,xi,1.928
test,in_right.jpg,incongruent,right,29032349,right,1,0,ii,1.247
test,con_right.jpg,congruent,right,29032349,right,1,1,ic,2.081
test,con_right.jpg,congruent,right,29032349,right,1,0,cc,1.549
test,nogo_left.jpg,nogo,left,29032349,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,29032349,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,29032349,left,1,1,xi,1.549
test,in_right.jpg,incongruent,right,29032349,right,1,0,ii,1.266
test,nogo_left.jpg,nogo,left,29032349,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,29032349,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,29032349,NA,0,1,xi,-1
