block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,16022321,left,1,NA,NA,1.499
practice,right_fish.jpg,null,right,16022321,right,1,NA,NA,0.886
practice,bowl.jpg,null,,16022321,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,16022321,right,1,NA,NA,0.901
practice,bowl.jpg,null,,16022321,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,16022321,left,1,NA,NA,1.000
practice,con_left_practice.jpg,congruent,left,16022321,left,1,NA,NA,2.413
practice,in_left_practice.jpg,incongruent,left,16022321,NA,0,1,ci,-1
practice,con_right_practice.jpg,congruent,right,16022321,right,1,1,ic,1.798
practice,nogo_right_practice.jpg,nogo,right,16022321,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,16022321,left,0,1,xi,2.901
practice,nogo_left_practice.jpg,nogo,left,16022321,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,16022321,NA,1,NA,NA,-1
test,nogo_right.jpg,nogo,right,16022321,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,16022321,right,0,1,xi,3.426
test,in_right.jpg,incongruent,right,16022321,left,0,0,ii,2.734
test,con_left.jpg,congruent,left,16022321,left,1,1,ic,1.767
test,con_left.jpg,congruent,left,16022321,left,1,0,cc,1.429
test,in_left.jpg,incongruent,left,16022321,left,1,1,ci,3.866
test,in_left.jpg,incongruent,left,16022321,right,0,0,ii,2.468
test,nogo_left.jpg,nogo,left,16022321,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,16022321,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,16022321,right,0,1,xi,2.464
test,in_right.jpg,incongruent,right,16022321,left,0,0,ii,1.967
test,nogo_right.jpg,nogo,right,16022321,NA,1,1,ix,-1
test,con_right.jpg,congruent,right,16022321,right,1,1,xc,1.269
test,con_right.jpg,congruent,right,16022321,right,1,0,cc,1.478
test,in_right.jpg,incongruent,right,16022321,left,0,1,ci,1.717
test,in_left.jpg,incongruent,left,16022321,right,0,0,ii,2.049
test,nogo_right.jpg,nogo,right,16022321,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,16022321,NA,1,0,xx,-1
test,in_right.jpg,incongruent,right,16022321,left,0,1,xi,1.967
test,in_left.jpg,incongruent,left,16022321,right,0,0,ii,1.928
test,con_right.jpg,congruent,right,16022321,right,1,1,ic,1.317
test,con_left.jpg,congruent,left,16022321,left,1,0,cc,1.394
test,in_right.jpg,incongruent,right,16022321,left,0,1,ci,3.448
test,in_right.jpg,incongruent,right,16022321,left,0,0,ii,3.859
test,con_right.jpg,congruent,right,16022321,right,1,1,ic,1.894
test,con_left.jpg,congruent,left,16022321,left,1,0,cc,1.333
test,nogo_right.jpg,nogo,right,16022321,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,16022321,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,16022321,right,1,1,xc,1.235
test,con_right.jpg,congruent,right,16022321,right,1,0,cc,1.235
test,nogo_left.jpg,nogo,left,16022321,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,16022321,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,16022321,left,1,1,xc,1.208
test,con_left.jpg,congruent,left,16022321,left,1,0,cc,1.217
test,nogo_left.jpg,nogo,left,16022321,NA,1,1,cx,-1
