block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,11042338,left,1,NA,NA,2.407
practice,right_fish.jpg,null,right,11042338,right,1,NA,NA,0.711
practice,bowl.jpg,null,,11042338,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,11042338,right,1,NA,NA,1.281
practice,bowl.jpg,null,,11042338,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,11042338,left,1,NA,NA,0.749
practice,con_left_practice.jpg,congruent,left,11042338,left,1,NA,NA,2.291
practice,in_left_practice.jpg,incongruent,left,11042338,left,1,1,ci,1.596
practice,con_right_practice.jpg,congruent,right,11042338,right,1,1,ic,1.075
practice,nogo_right_practice.jpg,nogo,right,11042338,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,11042338,right,1,1,xi,1.260
practice,nogo_left_practice.jpg,nogo,left,11042338,left,0,1,ix,1.011
test,con_left.jpg,congruent,left,11042338,left,1,NA,NA,2.036
test,con_right.jpg,congruent,right,11042338,right,1,0,cc,0.992
test,in_right.jpg,incongruent,right,11042338,right,1,1,ci,0.979
test,in_right.jpg,incongruent,right,11042338,right,1,0,ii,0.797
test,nogo_right.jpg,nogo,right,11042338,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,11042338,left,0,0,xx,1.077
test,con_right.jpg,congruent,right,11042338,right,1,1,xc,1.363
test,con_left.jpg,congruent,left,11042338,left,1,0,cc,1.365
test,nogo_right.jpg,nogo,right,11042338,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,11042338,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,11042338,left,1,1,xi,1.358
test,in_right.jpg,incongruent,right,11042338,right,1,0,ii,1.180
test,con_left.jpg,congruent,left,11042338,left,1,1,ic,0.898
test,nogo_left.jpg,nogo,left,11042338,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,11042338,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,11042338,left,1,1,xi,1.279
test,in_right.jpg,incongruent,right,11042338,right,1,0,ii,0.915
test,con_left.jpg,congruent,left,11042338,left,1,1,ic,1.015
test,con_right.jpg,congruent,right,11042338,right,1,0,cc,0.965
test,nogo_left.jpg,nogo,left,11042338,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,11042338,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,11042338,left,1,1,xc,0.831
test,con_left.jpg,congruent,left,11042338,left,1,0,cc,1.347
test,in_left.jpg,incongruent,left,11042338,left,1,1,ci,1.763
test,in_left.jpg,incongruent,left,11042338,left,1,0,ii,0.713
test,nogo_left.jpg,nogo,left,11042338,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,11042338,NA,1,0,xx,-1
test,in_right.jpg,incongruent,right,11042338,left,0,1,xi,1.297
test,in_right.jpg,incongruent,right,11042338,left,0,0,ii,1.198
test,nogo_right.jpg,nogo,right,11042338,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,11042338,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,11042338,left,0,1,xc,1.716
test,con_right.jpg,congruent,right,11042338,right,1,0,cc,1.111
test,in_left.jpg,incongruent,left,11042338,left,1,1,ci,1.213
test,in_left.jpg,incongruent,left,11042338,left,1,0,ii,1.096
test,con_right.jpg,congruent,right,11042338,right,1,1,ic,1.032
