block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,07042388,left,1,NA,NA,2.793
practice,right_fish.jpg,null,right,07042388,right,1,NA,NA,0.909
practice,bowl.jpg,null,,07042388,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,07042388,right,1,NA,NA,1.598
practice,bowl.jpg,null,,07042388,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,07042388,left,1,NA,NA,1.611
practice,con_left_practice.jpg,congruent,left,07042388,left,1,NA,NA,3.135
practice,in_left_practice.jpg,incongruent,left,07042388,left,1,1,ci,1.925
practice,con_right_practice.jpg,congruent,right,07042388,right,1,1,ic,0.792
practice,nogo_right_practice.jpg,nogo,right,07042388,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,07042388,right,1,1,xi,1.657
practice,nogo_left_practice.jpg,nogo,left,07042388,left,0,1,ix,0.890
