block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,20032343,left,1,NA,NA,1.799
practice,right_fish.jpg,null,right,20032343,right,1,NA,NA,1.135
practice,bowl.jpg,null,,20032343,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,20032343,right,1,NA,NA,1.430
practice,bowl.jpg,null,,20032343,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,20032343,left,1,NA,NA,1.265
practice,con_left_practice.jpg,congruent,left,20032343,left,1,NA,NA,3.245
practice,in_left_practice.jpg,incongruent,left,20032343,left,1,1,ci,2.735
practice,con_right_practice.jpg,congruent,right,20032343,right,1,1,ic,2.848
practice,nogo_right_practice.jpg,nogo,right,20032343,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,20032343,NA,0,1,xi,-1
practice,nogo_left_practice.jpg,nogo,left,20032343,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,20032343,NA,1,NA,NA,-1
test,con_left.jpg,congruent,left,20032343,left,1,1,xc,2.282
test,con_right.jpg,congruent,right,20032343,right,1,0,cc,2.461
test,nogo_left.jpg,nogo,left,20032343,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,20032343,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,20032343,left,1,1,xi,4.494
test,in_left.jpg,incongruent,left,20032343,NA,0,0,ii,-1
test,nogo_right.jpg,nogo,right,20032343,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,20032343,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,20032343,left,1,1,xi,3.228
test,in_right.jpg,incongruent,right,20032343,left,0,0,ii,3.594
test,con_right.jpg,congruent,right,20032343,right,1,1,ic,1.947
test,con_left.jpg,congruent,left,20032343,left,1,0,cc,1.529
test,in_right.jpg,incongruent,right,20032343,right,1,1,ci,2.780
test,in_left.jpg,incongruent,left,20032343,left,1,0,ii,2.198
test,con_left.jpg,congruent,left,20032343,left,1,1,ic,3.298
test,con_right.jpg,congruent,right,20032343,right,1,0,cc,1.963
test,nogo_left.jpg,nogo,left,20032343,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,20032343,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,20032343,left,1,1,xi,2.296
test,in_right.jpg,incongruent,right,20032343,NA,0,0,ii,-1
test,nogo_right.jpg,nogo,right,20032343,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,20032343,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,20032343,left,1,1,xc,1.797
test,con_right.jpg,congruent,right,20032343,right,1,0,cc,2.362
test,in_right.jpg,incongruent,right,20032343,left,0,1,ci,2.400
test,in_left.jpg,incongruent,left,20032343,right,0,0,ii,2.118
test,con_left.jpg,congruent,left,20032343,left,1,1,ic,1.564
test,con_right.jpg,congruent,right,20032343,right,1,0,cc,1.148
test,in_right.jpg,incongruent,right,20032343,left,0,1,ci,1.598
test,in_right.jpg,incongruent,right,20032343,right,1,0,ii,1.083
test,nogo_left.jpg,nogo,left,20032343,left,0,1,ix,1.098
test,nogo_right.jpg,nogo,right,20032343,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,20032343,left,1,1,xc,2.313
test,con_right.jpg,congruent,right,20032343,right,1,0,cc,1.730
test,nogo_right.jpg,nogo,right,20032343,NA,1,1,cx,-1
