block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,07042385,left,1,NA,NA,0.970
practice,right_fish.jpg,null,right,07042385,right,1,NA,NA,0.832
practice,bowl.jpg,null,,07042385,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,07042385,right,1,NA,NA,1.230
practice,bowl.jpg,null,,07042385,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,07042385,left,1,NA,NA,1.377
practice,con_left_practice.jpg,congruent,left,07042385,left,1,NA,NA,1.514
practice,in_left_practice.jpg,incongruent,left,07042385,NA,0,1,ci,-1
practice,con_right_practice.jpg,congruent,right,07042385,right,1,1,ic,1.697
practice,nogo_right_practice.jpg,nogo,right,07042385,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,07042385,right,1,1,xi,1.931
practice,nogo_left_practice.jpg,nogo,left,07042385,left,0,1,ix,1.799
test,nogo_left.jpg,nogo,left,07042385,NA,1,NA,NA,-1
test,nogo_left.jpg,nogo,left,07042385,NA,1,0,xx,-1
test,in_right.jpg,incongruent,right,07042385,right,1,1,xi,1.213
test,in_left.jpg,incongruent,left,07042385,left,1,0,ii,1.431
test,con_left.jpg,congruent,left,07042385,left,1,1,ic,1.082
test,con_right.jpg,congruent,right,07042385,right,1,0,cc,0.949
test,nogo_right.jpg,nogo,right,07042385,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,07042385,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,07042385,left,1,1,xc,1.313
test,con_right.jpg,congruent,right,07042385,right,1,0,cc,1.380
test,in_left.jpg,incongruent,left,07042385,left,1,1,ci,1.230
test,in_right.jpg,incongruent,right,07042385,right,1,0,ii,1.148
test,con_right.jpg,congruent,right,07042385,right,1,1,ic,1.282
test,con_left.jpg,congruent,left,07042385,left,1,0,cc,1.281
test,in_right.jpg,incongruent,right,07042385,right,1,1,ci,1.081
test,in_right.jpg,incongruent,right,07042385,right,1,0,ii,1.497
test,nogo_right.jpg,nogo,right,07042385,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,07042385,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,07042385,left,1,1,xc,0.881
test,con_right.jpg,congruent,right,07042385,right,1,0,cc,1.114
test,nogo_left.jpg,nogo,left,07042385,NA,1,1,cx,-1
test,in_right.jpg,incongruent,right,07042385,right,1,1,xi,0.865
test,in_left.jpg,incongruent,left,07042385,left,1,0,ii,1.215
test,nogo_right.jpg,nogo,right,07042385,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,07042385,NA,1,0,xx,-1
test,in_left.jpg,incongruent,left,07042385,left,1,1,xi,1.148
test,in_left.jpg,incongruent,left,07042385,left,1,0,ii,1.161
test,con_right.jpg,congruent,right,07042385,right,1,1,ic,1.096
test,con_left.jpg,congruent,left,07042385,left,1,0,cc,1.063
test,in_left.jpg,incongruent,left,07042385,left,1,1,ci,1.780
test,in_right.jpg,incongruent,right,07042385,right,1,0,ii,1.098
test,nogo_left.jpg,nogo,left,07042385,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,07042385,NA,1,0,xx,-1
test,con_left.jpg,congruent,left,07042385,left,1,1,xc,0.847
test,con_right.jpg,congruent,right,07042385,right,1,0,cc,1.298
test,nogo_right.jpg,nogo,right,07042385,NA,1,1,cx,-1
