block,image,condition,direction,subject,response,correct,switch,switchType,rt
practice,left_fish.jpg,null,left,03042335,left,1,NA,NA,1.296
practice,right_fish.jpg,null,right,03042335,right,1,NA,NA,1.210
practice,bowl.jpg,null,,03042335,NA,0,NA,NA,-1
practice,right_fish.jpg,null,right,03042335,right,1,NA,NA,1.417
practice,bowl.jpg,null,,03042335,NA,0,NA,NA,-1
practice,left_fish.jpg,null,left,03042335,left,1,NA,NA,1.333
practice,con_left_practice.jpg,congruent,left,03042335,left,1,NA,NA,2.109
practice,in_left_practice.jpg,incongruent,left,03042335,NA,0,1,ci,-1
practice,con_right_practice.jpg,congruent,right,03042335,right,1,1,ic,2.232
practice,nogo_right_practice.jpg,nogo,right,03042335,NA,1,1,cx,-1
practice,in_right_practice.jpg,incongruent,right,03042335,right,1,1,xi,3.078
practice,nogo_left_practice.jpg,nogo,left,03042335,NA,1,1,ix,-1
test,in_right.jpg,incongruent,right,03042335,right,1,NA,NA,3.811
test,in_right.jpg,incongruent,right,03042335,right,1,0,ii,3.629
test,con_left.jpg,congruent,left,03042335,left,1,1,ic,1.910
test,con_left.jpg,congruent,left,03042335,left,1,0,cc,1.398
test,in_left.jpg,incongruent,left,03042335,left,1,1,ci,2.075
test,in_left.jpg,incongruent,left,03042335,left,1,0,ii,2.097
test,con_left.jpg,congruent,left,03042335,left,1,1,ic,1.580
test,con_left.jpg,congruent,left,03042335,left,1,0,cc,1.601
test,in_right.jpg,incongruent,right,03042335,right,1,1,ci,2.463
test,in_left.jpg,incongruent,left,03042335,left,1,0,ii,2.132
test,nogo_left.jpg,nogo,left,03042335,NA,1,1,ix,-1
test,nogo_right.jpg,nogo,right,03042335,right,0,0,xx,1.075
test,con_right.jpg,congruent,right,03042335,right,1,1,xc,1.327
test,con_left.jpg,congruent,left,03042335,left,1,0,cc,1.133
test,nogo_right.jpg,nogo,right,03042335,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,03042335,right,0,0,xx,0.947
test,in_left.jpg,incongruent,left,03042335,left,1,1,xi,2.313
test,in_left.jpg,incongruent,left,03042335,left,1,0,ii,1.614
test,con_right.jpg,congruent,right,03042335,right,1,1,ic,1.448
test,con_right.jpg,congruent,right,03042335,right,1,0,cc,1.947
test,nogo_left.jpg,nogo,left,03042335,NA,1,1,cx,-1
test,nogo_left.jpg,nogo,left,03042335,left,0,0,xx,1.232
test,in_right.jpg,incongruent,right,03042335,right,1,1,xi,2.863
test,in_left.jpg,incongruent,left,03042335,left,1,0,ii,1.544
test,nogo_right.jpg,nogo,right,03042335,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,03042335,left,0,0,xx,1.147
test,in_right.jpg,incongruent,right,03042335,right,1,1,xi,3.831
test,nogo_left.jpg,nogo,left,03042335,NA,1,1,ix,-1
test,nogo_left.jpg,nogo,left,03042335,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,03042335,right,1,1,xc,1.864
test,con_right.jpg,congruent,right,03042335,right,1,0,cc,1.248
test,nogo_right.jpg,nogo,right,03042335,NA,1,1,cx,-1
test,nogo_right.jpg,nogo,right,03042335,NA,1,0,xx,-1
test,con_right.jpg,congruent,right,03042335,right,1,1,xc,1.613
test,con_left.jpg,congruent,left,03042335,left,1,0,cc,1.829
test,in_right.jpg,incongruent,right,03042335,right,1,1,ci,1.599
